z t r theta phi
1.460234e+03 1.544253e-01 1.431933e+04 1.570796e+00 4.824090e+00
1.461476e+03 1.542322e-01 1.431953e+04 1.570796e+00 4.824090e+00
1.462719e+03 1.540396e-01 1.431974e+04 1.570796e+00 4.824090e+00
1.463962e+03 1.538473e-01 1.431995e+04 1.570796e+00 4.824090e+00
1.465204e+03 1.536554e-01 1.432015e+04 1.570796e+00 4.824090e+00
1.466447e+03 1.534639e-01 1.432036e+04 1.570796e+00 4.824090e+00
1.467690e+03 1.532728e-01 1.432056e+04 1.570796e+00 4.824090e+00
1.468932e+03 1.530821e-01 1.432076e+04 1.570796e+00 4.824090e+00
1.470175e+03 1.528918e-01 1.432097e+04 1.570796e+00 4.824090e+00
1.471418e+03 1.527019e-01 1.432117e+04 1.570796e+00 4.824090e+00
1.472661e+03 1.525124e-01 1.432137e+04 1.570796e+00 4.824090e+00
1.473903e+03 1.523233e-01 1.432158e+04 1.570796e+00 4.824090e+00
1.475146e+03 1.521345e-01 1.432178e+04 1.570796e+00 4.824090e+00
1.476389e+03 1.519462e-01 1.432198e+04 1.570796e+00 4.824090e+00
1.477631e+03 1.517583e-01 1.432219e+04 1.570796e+00 4.824090e+00
1.478874e+03 1.515707e-01 1.432239e+04 1.570796e+00 4.824090e+00
1.480117e+03 1.513835e-01 1.432259e+04 1.570796e+00 4.824090e+00
1.481359e+03 1.511968e-01 1.432279e+04 1.570796e+00 4.824090e+00
1.482602e+03 1.510104e-01 1.432299e+04 1.570796e+00 4.824090e+00
1.483845e+03 1.508244e-01 1.432319e+04 1.570796e+00 4.824090e+00
1.485088e+03 1.506387e-01 1.432340e+04 1.570796e+00 4.824090e+00
1.486330e+03 1.504535e-01 1.432360e+04 1.570796e+00 4.824090e+00
1.487573e+03 1.502686e-01 1.432380e+04 1.570796e+00 4.824090e+00
1.488816e+03 1.500841e-01 1.432400e+04 1.570796e+00 4.824090e+00
1.490058e+03 1.499000e-01 1.432420e+04 1.570796e+00 4.824090e+00
1.491301e+03 1.497163e-01 1.432440e+04 1.570796e+00 4.824090e+00
1.492544e+03 1.495330e-01 1.432460e+04 1.570796e+00 4.824090e+00
1.493786e+03 1.493500e-01 1.432479e+04 1.570796e+00 4.824090e+00
1.495029e+03 1.491674e-01 1.432499e+04 1.570796e+00 4.824090e+00
1.496272e+03 1.489852e-01 1.432519e+04 1.570796e+00 4.824090e+00
1.497515e+03 1.488033e-01 1.432539e+04 1.570796e+00 4.824090e+00
1.498757e+03 1.486218e-01 1.432559e+04 1.570796e+00 4.824090e+00
1.500000e+03 1.484407e-01 1.432579e+04 1.570796e+00 4.824090e+00
