z t r theta phi
0.000000e+00 4.236925e+03 4.145617e+01 1.570796e+00 4.824090e+00
1.000000e-08 4.236925e+03 4.145620e+01 1.570796e+00 4.824090e+00
2.000000e-08 4.236925e+03 4.145624e+01 1.570796e+00 4.824090e+00
3.000000e-08 4.236925e+03 4.145628e+01 1.570796e+00 4.824090e+00
4.000000e-08 4.236925e+03 4.145631e+01 1.570796e+00 4.824090e+00
5.000000e-08 4.236924e+03 4.145635e+01 1.570796e+00 4.824090e+00
6.000000e-08 4.236924e+03 4.145639e+01 1.570796e+00 4.824090e+00
7.000000e-08 4.236924e+03 4.145642e+01 1.570796e+00 4.824090e+00
8.000000e-08 4.236924e+03 4.145646e+01 1.570796e+00 4.824090e+00
9.000000e-08 4.236924e+03 4.145650e+01 1.570796e+00 4.824090e+00
1.000000e-07 4.236924e+03 4.145653e+01 1.570796e+00 4.824090e+00
1.100000e-07 4.236924e+03 4.145657e+01 1.570796e+00 4.824090e+00
1.200000e-07 4.236924e+03 4.145661e+01 1.570796e+00 4.824090e+00
1.300000e-07 4.236924e+03 4.145664e+01 1.570796e+00 4.824090e+00
1.400000e-07 4.236924e+03 4.145668e+01 1.570796e+00 4.824090e+00
1.500000e-07 4.236924e+03 4.145672e+01 1.570796e+00 4.824090e+00
1.600000e-07 4.236924e+03 4.145675e+01 1.570796e+00 4.824090e+00
1.700000e-07 4.236924e+03 4.145679e+01 1.570796e+00 4.824090e+00
1.800000e-07 4.236924e+03 4.145683e+01 1.570796e+00 4.824090e+00
1.900000e-07 4.236924e+03 4.145686e+01 1.570796e+00 4.824090e+00
2.000000e-07 4.236924e+03 4.145690e+01 1.570796e+00 4.824090e+00
2.100000e-07 4.236924e+03 4.145694e+01 1.570796e+00 4.824090e+00
2.200000e-07 4.236924e+03 4.145697e+01 1.570796e+00 4.824090e+00
2.300000e-07 4.236924e+03 4.145701e+01 1.570796e+00 4.824090e+00
2.400000e-07 4.236924e+03 4.145705e+01 1.570796e+00 4.824090e+00
2.500000e-07 4.236924e+03 4.145708e+01 1.570796e+00 4.824090e+00
2.600000e-07 4.236924e+03 4.145712e+01 1.570796e+00 4.824090e+00
2.700000e-07 4.236924e+03 4.145716e+01 1.570796e+00 4.824090e+00
2.800000e-07 4.236924e+03 4.145719e+01 1.570796e+00 4.824090e+00
2.900000e-07 4.236924e+03 4.145723e+01 1.570796e+00 4.824090e+00
3.000000e-07 4.236924e+03 4.145727e+01 1.570796e+00 4.824090e+00
3.100000e-07 4.236924e+03 4.145730e+01 1.570796e+00 4.824090e+00
3.200000e-07 4.236923e+03 4.145734e+01 1.570796e+00 4.824090e+00
3.300000e-07 4.236923e+03 4.145738e+01 1.570796e+00 4.824090e+00
3.400000e-07 4.236923e+03 4.145741e+01 1.570796e+00 4.824090e+00
3.500000e-07 4.236923e+03 4.145745e+01 1.570796e+00 4.824090e+00
3.600000e-07 4.236923e+03 4.145749e+01 1.570796e+00 4.824090e+00
3.700000e-07 4.236923e+03 4.145752e+01 1.570796e+00 4.824090e+00
3.800000e-07 4.236923e+03 4.145756e+01 1.570796e+00 4.824090e+00
3.900000e-07 4.236923e+03 4.145760e+01 1.570796e+00 4.824090e+00
4.000000e-07 4.236923e+03 4.145763e+01 1.570796e+00 4.824090e+00
4.100000e-07 4.236923e+03 4.145767e+01 1.570796e+00 4.824090e+00
4.200000e-07 4.236923e+03 4.145771e+01 1.570796e+00 4.824090e+00
4.300000e-07 4.236923e+03 4.145774e+01 1.570796e+00 4.824090e+00
4.400000e-07 4.236923e+03 4.145778e+01 1.570796e+00 4.824090e+00
4.500000e-07 4.236923e+03 4.145782e+01 1.570796e+00 4.824090e+00
4.600000e-07 4.236923e+03 4.145785e+01 1.570796e+00 4.824090e+00
4.700000e-07 4.236923e+03 4.145789e+01 1.570796e+00 4.824090e+00
4.800000e-07 4.236923e+03 4.145793e+01 1.570796e+00 4.824090e+00
4.900000e-07 4.236923e+03 4.145796e+01 1.570796e+00 4.824090e+00
5.000000e-07 4.236923e+03 4.145800e+01 1.570796e+00 4.824090e+00
5.100000e-07 4.236923e+03 4.145804e+01 1.570796e+00 4.824090e+00
5.200000e-07 4.236923e+03 4.145807e+01 1.570796e+00 4.824090e+00
5.300000e-07 4.236923e+03 4.145811e+01 1.570796e+00 4.824090e+00
5.400000e-07 4.236923e+03 4.145815e+01 1.570796e+00 4.824090e+00
5.500000e-07 4.236923e+03 4.145818e+01 1.570796e+00 4.824090e+00
5.600000e-07 4.236923e+03 4.145822e+01 1.570796e+00 4.824090e+00
5.700000e-07 4.236923e+03 4.145826e+01 1.570796e+00 4.824090e+00
5.800000e-07 4.236923e+03 4.145829e+01 1.570796e+00 4.824090e+00
5.900000e-07 4.236922e+03 4.145833e+01 1.570796e+00 4.824090e+00
6.000000e-07 4.236922e+03 4.145837e+01 1.570796e+00 4.824090e+00
6.100000e-07 4.236922e+03 4.145840e+01 1.570796e+00 4.824090e+00
6.200000e-07 4.236922e+03 4.145844e+01 1.570796e+00 4.824090e+00
6.300000e-07 4.236922e+03 4.145848e+01 1.570796e+00 4.824090e+00
6.400000e-07 4.236922e+03 4.145852e+01 1.570796e+00 4.824090e+00
6.500000e-07 4.236922e+03 4.145855e+01 1.570796e+00 4.824090e+00
6.600000e-07 4.236922e+03 4.145859e+01 1.570796e+00 4.824090e+00
6.700000e-07 4.236922e+03 4.145863e+01 1.570796e+00 4.824090e+00
6.800000e-07 4.236922e+03 4.145866e+01 1.570796e+00 4.824090e+00
6.900000e-07 4.236922e+03 4.145870e+01 1.570796e+00 4.824090e+00
7.000000e-07 4.236922e+03 4.145874e+01 1.570796e+00 4.824090e+00
7.100000e-07 4.236922e+03 4.145877e+01 1.570796e+00 4.824090e+00
7.200000e-07 4.236922e+03 4.145881e+01 1.570796e+00 4.824090e+00
7.300000e-07 4.236922e+03 4.145885e+01 1.570796e+00 4.824090e+00
7.400000e-07 4.236922e+03 4.145888e+01 1.570796e+00 4.824090e+00
7.500000e-07 4.236922e+03 4.145892e+01 1.570796e+00 4.824090e+00
7.600000e-07 4.236922e+03 4.145896e+01 1.570796e+00 4.824090e+00
7.700000e-07 4.236922e+03 4.145899e+01 1.570796e+00 4.824090e+00
7.800000e-07 4.236922e+03 4.145903e+01 1.570796e+00 4.824090e+00
7.900000e-07 4.236922e+03 4.145907e+01 1.570796e+00 4.824090e+00
8.000000e-07 4.236922e+03 4.145910e+01 1.570796e+00 4.824090e+00
8.100000e-07 4.236922e+03 4.145914e+01 1.570796e+00 4.824090e+00
8.200000e-07 4.236922e+03 4.145918e+01 1.570796e+00 4.824090e+00
8.300000e-07 4.236922e+03 4.145921e+01 1.570796e+00 4.824090e+00
8.400000e-07 4.236922e+03 4.145925e+01 1.570796e+00 4.824090e+00
8.500000e-07 4.236922e+03 4.145929e+01 1.570796e+00 4.824090e+00
8.600000e-07 4.236922e+03 4.145932e+01 1.570796e+00 4.824090e+00
8.700000e-07 4.236921e+03 4.145936e+01 1.570796e+00 4.824090e+00
8.800000e-07 4.236921e+03 4.145940e+01 1.570796e+00 4.824090e+00
8.900000e-07 4.236921e+03 4.145943e+01 1.570796e+00 4.824090e+00
9.000000e-07 4.236921e+03 4.145947e+01 1.570796e+00 4.824090e+00
9.100000e-07 4.236921e+03 4.145951e+01 1.570796e+00 4.824090e+00
9.200000e-07 4.236921e+03 4.145954e+01 1.570796e+00 4.824090e+00
9.300000e-07 4.236921e+03 4.145958e+01 1.570796e+00 4.824090e+00
9.400000e-07 4.236921e+03 4.145962e+01 1.570796e+00 4.824090e+00
9.500000e-07 4.236921e+03 4.145965e+01 1.570796e+00 4.824090e+00
9.600000e-07 4.236921e+03 4.145969e+01 1.570796e+00 4.824090e+00
9.700000e-07 4.236921e+03 4.145973e+01 1.570796e+00 4.824090e+00
9.800000e-07 4.236921e+03 4.145976e+01 1.570796e+00 4.824090e+00
9.900000e-07 4.236921e+03 4.145980e+01 1.570796e+00 4.824090e+00
1.000000e-06 4.236921e+03 4.145984e+01 1.570796e+00 4.824090e+00
1.000099e-02 4.195720e+03 8.290793e+01 1.570796e+00 4.824090e+00
2.000098e-02 4.145550e+03 1.340039e+02 1.570796e+00 4.824090e+00
3.000097e-02 4.100706e+03 1.803608e+02 1.570796e+00 4.824090e+00
4.000096e-02 4.058208e+03 2.248592e+02 1.570796e+00 4.824090e+00
5.000095e-02 4.016980e+03 2.685310e+02 1.570796e+00 4.824090e+00
6.000094e-02 3.976680e+03 3.116860e+02 1.570796e+00 4.824090e+00
7.000093e-02 3.937159e+03 3.544496e+02 1.570796e+00 4.824090e+00
8.000092e-02 3.898336e+03 3.968826e+02 1.570796e+00 4.824090e+00
9.000091e-02 3.860160e+03 4.390187e+02 1.570796e+00 4.824090e+00
1.000009e-01 3.822595e+03 4.808781e+02 1.570796e+00 4.824090e+00
1.100009e-01 3.785613e+03 5.224740e+02 1.570796e+00 4.824090e+00
1.200009e-01 3.749194e+03 5.638152e+02 1.570796e+00 4.824090e+00
1.300009e-01 3.713318e+03 6.049084e+02 1.570796e+00 4.824090e+00
1.400009e-01 3.677970e+03 6.457585e+02 1.570796e+00 4.824090e+00
1.500008e-01 3.643134e+03 6.863692e+02 1.570796e+00 4.824090e+00
1.600008e-01 3.608798e+03 7.267436e+02 1.570796e+00 4.824090e+00
1.700008e-01 3.574951e+03 7.668842e+02 1.570796e+00 4.824090e+00
1.800008e-01 3.541580e+03 8.067932e+02 1.570796e+00 4.824090e+00
1.900008e-01 3.508675e+03 8.464724e+02 1.570796e+00 4.824090e+00
2.000008e-01 3.476227e+03 8.859234e+02 1.570796e+00 4.824090e+00
2.100008e-01 3.444225e+03 9.251478e+02 1.570796e+00 4.824090e+00
2.200008e-01 3.412662e+03 9.641467e+02 1.570796e+00 4.824090e+00
2.300008e-01 3.381529e+03 1.002921e+03 1.570796e+00 4.824090e+00
2.400008e-01 3.350817e+03 1.041473e+03 1.570796e+00 4.824090e+00
2.500007e-01 3.320518e+03 1.079803e+03 1.570796e+00 4.824090e+00
2.600007e-01 3.290625e+03 1.117912e+03 1.570796e+00 4.824090e+00
2.700007e-01 3.261131e+03 1.155801e+03 1.570796e+00 4.824090e+00
2.800007e-01 3.232028e+03 1.193471e+03 1.570796e+00 4.824090e+00
2.900007e-01 3.203310e+03 1.230923e+03 1.570796e+00 4.824090e+00
3.000007e-01 3.174969e+03 1.268159e+03 1.570796e+00 4.824090e+00
3.100007e-01 3.147000e+03 1.305178e+03 1.570796e+00 4.824090e+00
3.200007e-01 3.119395e+03 1.341982e+03 1.570796e+00 4.824090e+00
3.300007e-01 3.092150e+03 1.378571e+03 1.570796e+00 4.824090e+00
3.400007e-01 3.065257e+03 1.414948e+03 1.570796e+00 4.824090e+00
3.500006e-01 3.038711e+03 1.451112e+03 1.570796e+00 4.824090e+00
3.600006e-01 3.012506e+03 1.487065e+03 1.570796e+00 4.824090e+00
3.700006e-01 2.986636e+03 1.522807e+03 1.570796e+00 4.824090e+00
3.800006e-01 2.961097e+03 1.558339e+03 1.570796e+00 4.824090e+00
3.900006e-01 2.935882e+03 1.593663e+03 1.570796e+00 4.824090e+00
4.000006e-01 2.910987e+03 1.628779e+03 1.570796e+00 4.824090e+00
4.100006e-01 2.886407e+03 1.663688e+03 1.570796e+00 4.824090e+00
4.200006e-01 2.862135e+03 1.698392e+03 1.570796e+00 4.824090e+00
4.300006e-01 2.838169e+03 1.732891e+03 1.570796e+00 4.824090e+00
4.400006e-01 2.814502e+03 1.767186e+03 1.570796e+00 4.824090e+00
4.500005e-01 2.791129e+03 1.801278e+03 1.570796e+00 4.824090e+00
4.600005e-01 2.768048e+03 1.835168e+03 1.570796e+00 4.824090e+00
4.700005e-01 2.745252e+03 1.868858e+03 1.570796e+00 4.824090e+00
4.800005e-01 2.722738e+03 1.902347e+03 1.570796e+00 4.824090e+00
4.900005e-01 2.700500e+03 1.935638e+03 1.570796e+00 4.824090e+00
5.000005e-01 2.678536e+03 1.968731e+03 1.570796e+00 4.824090e+00
5.100005e-01 2.656840e+03 2.001628e+03 1.570796e+00 4.824090e+00
5.200005e-01 2.635409e+03 2.034328e+03 1.570796e+00 4.824090e+00
5.300005e-01 2.614239e+03 2.066834e+03 1.570796e+00 4.824090e+00
5.400005e-01 2.593325e+03 2.099147e+03 1.570796e+00 4.824090e+00
5.500005e-01 2.572663e+03 2.131267e+03 1.570796e+00 4.824090e+00
5.600004e-01 2.552251e+03 2.163196e+03 1.570796e+00 4.824090e+00
5.700004e-01 2.532083e+03 2.194934e+03 1.570796e+00 4.824090e+00
5.800004e-01 2.512158e+03 2.226483e+03 1.570796e+00 4.824090e+00
5.900004e-01 2.492470e+03 2.257844e+03 1.570796e+00 4.824090e+00
6.000004e-01 2.473016e+03 2.289018e+03 1.570796e+00 4.824090e+00
6.100004e-01 2.453793e+03 2.320006e+03 1.570796e+00 4.824090e+00
6.200004e-01 2.434798e+03 2.350810e+03 1.570796e+00 4.824090e+00
6.300004e-01 2.416026e+03 2.381429e+03 1.570796e+00 4.824090e+00
6.400004e-01 2.397475e+03 2.411866e+03 1.570796e+00 4.824090e+00
6.500004e-01 2.379142e+03 2.442122e+03 1.570796e+00 4.824090e+00
6.600003e-01 2.361023e+03 2.472197e+03 1.570796e+00 4.824090e+00
6.700003e-01 2.343116e+03 2.502093e+03 1.570796e+00 4.824090e+00
6.800003e-01 2.325416e+03 2.531811e+03 1.570796e+00 4.824090e+00
6.900003e-01 2.307921e+03 2.561352e+03 1.570796e+00 4.824090e+00
7.000003e-01 2.290629e+03 2.590717e+03 1.570796e+00 4.824090e+00
7.100003e-01 2.273535e+03 2.619908e+03 1.570796e+00 4.824090e+00
7.200003e-01 2.256638e+03 2.648925e+03 1.570796e+00 4.824090e+00
7.300003e-01 2.239934e+03 2.677770e+03 1.570796e+00 4.824090e+00
7.400003e-01 2.223420e+03 2.706443e+03 1.570796e+00 4.824090e+00
7.500003e-01 2.207095e+03 2.734946e+03 1.570796e+00 4.824090e+00
7.600002e-01 2.190955e+03 2.763280e+03 1.570796e+00 4.824090e+00
7.700002e-01 2.174997e+03 2.791447e+03 1.570796e+00 4.824090e+00
7.800002e-01 2.159219e+03 2.819446e+03 1.570796e+00 4.824090e+00
7.900002e-01 2.143618e+03 2.847281e+03 1.570796e+00 4.824090e+00
8.000002e-01 2.128192e+03 2.874950e+03 1.570796e+00 4.824090e+00
8.100002e-01 2.112939e+03 2.902457e+03 1.570796e+00 4.824090e+00
8.200002e-01 2.097855e+03 2.929801e+03 1.570796e+00 4.824090e+00
8.300002e-01 2.082939e+03 2.956984e+03 1.570796e+00 4.824090e+00
8.400002e-01 2.068188e+03 2.984007e+03 1.570796e+00 4.824090e+00
8.500002e-01 2.053600e+03 3.010871e+03 1.570796e+00 4.824090e+00
8.600001e-01 2.039173e+03 3.037578e+03 1.570796e+00 4.824090e+00
8.700001e-01 2.024903e+03 3.064128e+03 1.570796e+00 4.824090e+00
8.800001e-01 2.010790e+03 3.090523e+03 1.570796e+00 4.824090e+00
8.900001e-01 1.996830e+03 3.116763e+03 1.570796e+00 4.824090e+00
9.000001e-01 1.983023e+03 3.142850e+03 1.570796e+00 4.824090e+00
9.100001e-01 1.969365e+03 3.168785e+03 1.570796e+00 4.824090e+00
9.200001e-01 1.955854e+03 3.194569e+03 1.570796e+00 4.824090e+00
9.300001e-01 1.942489e+03 3.220203e+03 1.570796e+00 4.824090e+00
9.400001e-01 1.929267e+03 3.245688e+03 1.570796e+00 4.824090e+00
9.500001e-01 1.916187e+03 3.271025e+03 1.570796e+00 4.824090e+00
9.600000e-01 1.903247e+03 3.296215e+03 1.570796e+00 4.824090e+00
9.700000e-01 1.890444e+03 3.321260e+03 1.570796e+00 4.824090e+00
9.800000e-01 1.877777e+03 3.346161e+03 1.570796e+00 4.824090e+00
9.900000e-01 1.865244e+03 3.370918e+03 1.570796e+00 4.824090e+00
1.000000e+00 1.852843e+03 3.395532e+03 1.570796e+00 4.824090e+00
1.045000e+00 1.798626e+03 3.504563e+03 1.570796e+00 4.824090e+00
1.090000e+00 1.746892e+03 3.610825e+03 1.570796e+00 4.824090e+00
1.135000e+00 1.697496e+03 3.714412e+03 1.570796e+00 4.824090e+00
1.180000e+00 1.650300e+03 3.815413e+03 1.570796e+00 4.824090e+00
1.225000e+00 1.605180e+03 3.913915e+03 1.570796e+00 4.824090e+00
1.270000e+00 1.562015e+03 4.010002e+03 1.570796e+00 4.824090e+00
1.315000e+00 1.520697e+03 4.103758e+03 1.570796e+00 4.824090e+00
1.360000e+00 1.481123e+03 4.195260e+03 1.570796e+00 4.824090e+00
1.405000e+00 1.443195e+03 4.284585e+03 1.570796e+00 4.824090e+00
1.450000e+00 1.406825e+03 4.371807e+03 1.570796e+00 4.824090e+00
1.495000e+00 1.371927e+03 4.456998e+03 1.570796e+00 4.824090e+00
1.540000e+00 1.338425e+03 4.540224e+03 1.570796e+00 4.824090e+00
1.585000e+00 1.306243e+03 4.621553e+03 1.570796e+00 4.824090e+00
1.630000e+00 1.275313e+03 4.701048e+03 1.570796e+00 4.824090e+00
1.675000e+00 1.245571e+03 4.778770e+03 1.570796e+00 4.824090e+00
1.720000e+00 1.216955e+03 4.854777e+03 1.570796e+00 4.824090e+00
1.765000e+00 1.189410e+03 4.929126e+03 1.570796e+00 4.824090e+00
1.810000e+00 1.162880e+03 5.001871e+03 1.570796e+00 4.824090e+00
1.855000e+00 1.137317e+03 5.073065e+03 1.570796e+00 4.824090e+00
1.900000e+00 1.112673e+03 5.142757e+03 1.570796e+00 4.824090e+00
1.945000e+00 1.088904e+03 5.210995e+03 1.570796e+00 4.824090e+00
1.990000e+00 1.065968e+03 5.277826e+03 1.570796e+00 4.824090e+00
2.035000e+00 1.043826e+03 5.343294e+03 1.570796e+00 4.824090e+00
2.080000e+00 1.022441e+03 5.407442e+03 1.570796e+00 4.824090e+00
2.125000e+00 1.001777e+03 5.470312e+03 1.570796e+00 4.824090e+00
2.170000e+00 9.818017e+02 5.531941e+03 1.570796e+00 4.824090e+00
2.215000e+00 9.624845e+02 5.592369e+03 1.570796e+00 4.824090e+00
2.260000e+00 9.437956e+02 5.651631e+03 1.570796e+00 4.824090e+00
2.305000e+00 9.257074e+02 5.709763e+03 1.570796e+00 4.824090e+00
2.350000e+00 9.081936e+02 5.766799e+03 1.570796e+00 4.824090e+00
2.395000e+00 8.912294e+02 5.822771e+03 1.570796e+00 4.824090e+00
2.440000e+00 8.747912e+02 5.877710e+03 1.570796e+00 4.824090e+00
2.485000e+00 8.588569e+02 5.931645e+03 1.570796e+00 4.824090e+00
2.530000e+00 8.434054e+02 5.984607e+03 1.570796e+00 4.824090e+00
2.575000e+00 8.284167e+02 6.036623e+03 1.570796e+00 4.824090e+00
2.620000e+00 8.138718e+02 6.087719e+03 1.570796e+00 4.824090e+00
2.665000e+00 7.997527e+02 6.137922e+03 1.570796e+00 4.824090e+00
2.710000e+00 7.860424e+02 6.187256e+03 1.570796e+00 4.824090e+00
2.755000e+00 7.727247e+02 6.235745e+03 1.570796e+00 4.824090e+00
2.800000e+00 7.597841e+02 6.283412e+03 1.570796e+00 4.824090e+00
2.845000e+00 7.472060e+02 6.330280e+03 1.570796e+00 4.824090e+00
2.890000e+00 7.349763e+02 6.376370e+03 1.570796e+00 4.824090e+00
2.935000e+00 7.230819e+02 6.421702e+03 1.570796e+00 4.824090e+00
2.980000e+00 7.115101e+02 6.466297e+03 1.570796e+00 4.824090e+00
3.025000e+00 7.002488e+02 6.510174e+03 1.570796e+00 4.824090e+00
3.070000e+00 6.892866e+02 6.553351e+03 1.570796e+00 4.824090e+00
3.115000e+00 6.786125e+02 6.595847e+03 1.570796e+00 4.824090e+00
3.160000e+00 6.682160e+02 6.637679e+03 1.570796e+00 4.824090e+00
3.205000e+00 6.580872e+02 6.678863e+03 1.570796e+00 4.824090e+00
3.250000e+00 6.482166e+02 6.719415e+03 1.570796e+00 4.824090e+00
3.295000e+00 6.385951e+02 6.759352e+03 1.570796e+00 4.824090e+00
3.340000e+00 6.292139e+02 6.798689e+03 1.570796e+00 4.824090e+00
3.385000e+00 6.200648e+02 6.837440e+03 1.570796e+00 4.824090e+00
3.430000e+00 6.111399e+02 6.875619e+03 1.570796e+00 4.824090e+00
3.475000e+00 6.024314e+02 6.913240e+03 1.570796e+00 4.824090e+00
3.520000e+00 5.939322e+02 6.950316e+03 1.570796e+00 4.824090e+00
3.565000e+00 5.856353e+02 6.986860e+03 1.570796e+00 4.824090e+00
3.610000e+00 5.775339e+02 7.022885e+03 1.570796e+00 4.824090e+00
3.655000e+00 5.696218e+02 7.058402e+03 1.570796e+00 4.824090e+00
3.700000e+00 5.618927e+02 7.093424e+03 1.570796e+00 4.824090e+00
3.745000e+00 5.543408e+02 7.127960e+03 1.570796e+00 4.824090e+00
3.790000e+00 5.469605e+02 7.162024e+03 1.570796e+00 4.824090e+00
3.835000e+00 5.397462e+02 7.195624e+03 1.570796e+00 4.824090e+00
3.880000e+00 5.326929e+02 7.228771e+03 1.570796e+00 4.824090e+00
3.925000e+00 5.257956e+02 7.261476e+03 1.570796e+00 4.824090e+00
3.970000e+00 5.190493e+02 7.293747e+03 1.570796e+00 4.824090e+00
4.015000e+00 5.124496e+02 7.325595e+03 1.570796e+00 4.824090e+00
4.060000e+00 5.059920e+02 7.357029e+03 1.570796e+00 4.824090e+00
4.105000e+00 4.996722e+02 7.388056e+03 1.570796e+00 4.824090e+00
4.150000e+00 4.934862e+02 7.418687e+03 1.570796e+00 4.824090e+00
4.195000e+00 4.874299e+02 7.448929e+03 1.570796e+00 4.824090e+00
4.240000e+00 4.814996e+02 7.478789e+03 1.570796e+00 4.824090e+00
4.285000e+00 4.756917e+02 7.508278e+03 1.570796e+00 4.824090e+00
4.330000e+00 4.700026e+02 7.537401e+03 1.570796e+00 4.824090e+00
4.375000e+00 4.644289e+02 7.566166e+03 1.570796e+00 4.824090e+00
4.420000e+00 4.589674e+02 7.594581e+03 1.570796e+00 4.824090e+00
4.465000e+00 4.536149e+02 7.622652e+03 1.570796e+00 4.824090e+00
4.510000e+00 4.483683e+02 7.650386e+03 1.570796e+00 4.824090e+00
4.555000e+00 4.432248e+02 7.677791e+03 1.570796e+00 4.824090e+00
4.600000e+00 4.381815e+02 7.704872e+03 1.570796e+00 4.824090e+00
4.645000e+00 4.332357e+02 7.731636e+03 1.570796e+00 4.824090e+00
4.690000e+00 4.283848e+02 7.758089e+03 1.570796e+00 4.824090e+00
4.735000e+00 4.236261e+02 7.784236e+03 1.570796e+00 4.824090e+00
4.780000e+00 4.189573e+02 7.810085e+03 1.570796e+00 4.824090e+00
4.825000e+00 4.143759e+02 7.835639e+03 1.570796e+00 4.824090e+00
4.870000e+00 4.098798e+02 7.860906e+03 1.570796e+00 4.824090e+00
4.915000e+00 4.054666e+02 7.885889e+03 1.570796e+00 4.824090e+00
4.960000e+00 4.011342e+02 7.910595e+03 1.570796e+00 4.824090e+00
5.005000e+00 3.968806e+02 7.935029e+03 1.570796e+00 4.824090e+00
5.050000e+00 3.927037e+02 7.959195e+03 1.570796e+00 4.824090e+00
5.095000e+00 3.886017e+02 7.983098e+03 1.570796e+00 4.824090e+00
5.140000e+00 3.845725e+02 8.006744e+03 1.570796e+00 4.824090e+00
5.185000e+00 3.806145e+02 8.030136e+03 1.570796e+00 4.824090e+00
5.230000e+00 3.767258e+02 8.053279e+03 1.570796e+00 4.824090e+00
5.275000e+00 3.729048e+02 8.076178e+03 1.570796e+00 4.824090e+00
5.320000e+00 3.691498e+02 8.098837e+03 1.570796e+00 4.824090e+00
5.365000e+00 3.654592e+02 8.121260e+03 1.570796e+00 4.824090e+00
5.410000e+00 3.618314e+02 8.143450e+03 1.570796e+00 4.824090e+00
5.455000e+00 3.582650e+02 8.165413e+03 1.570796e+00 4.824090e+00
5.500000e+00 3.547585e+02 8.187152e+03 1.570796e+00 4.824090e+00
5.545000e+00 3.513104e+02 8.208670e+03 1.570796e+00 4.824090e+00
5.590000e+00 3.479195e+02 8.229972e+03 1.570796e+00 4.824090e+00
5.635000e+00 3.445844e+02 8.251061e+03 1.570796e+00 4.824090e+00
5.680000e+00 3.413038e+02 8.271941e+03 1.570796e+00 4.824090e+00
5.725000e+00 3.380764e+02 8.292614e+03 1.570796e+00 4.824090e+00
5.770000e+00 3.349010e+02 8.313085e+03 1.570796e+00 4.824090e+00
5.815000e+00 3.317765e+02 8.333357e+03 1.570796e+00 4.824090e+00
5.860000e+00 3.287018e+02 8.353432e+03 1.570796e+00 4.824090e+00
5.905000e+00 3.256756e+02 8.373315e+03 1.570796e+00 4.824090e+00
5.950000e+00 3.226969e+02 8.393008e+03 1.570796e+00 4.824090e+00
5.995000e+00 3.197648e+02 8.412514e+03 1.570796e+00 4.824090e+00
6.040000e+00 3.168780e+02 8.431836e+03 1.570796e+00 4.824090e+00
6.085000e+00 3.140358e+02 8.450977e+03 1.570796e+00 4.824090e+00
6.130000e+00 3.112370e+02 8.469940e+03 1.570796e+00 4.824090e+00
6.175000e+00 3.084808e+02 8.488727e+03 1.570796e+00 4.824090e+00
6.220000e+00 3.057663e+02 8.507342e+03 1.570796e+00 4.824090e+00
6.265000e+00 3.030925e+02 8.525787e+03 1.570796e+00 4.824090e+00
6.310000e+00 3.004587e+02 8.544064e+03 1.570796e+00 4.824090e+00
6.355000e+00 2.978639e+02 8.562176e+03 1.570796e+00 4.824090e+00
6.400000e+00 2.953074e+02 8.580126e+03 1.570796e+00 4.824090e+00
6.445000e+00 2.927883e+02 8.597915e+03 1.570796e+00 4.824090e+00
6.490000e+00 2.903060e+02 8.615547e+03 1.570796e+00 4.824090e+00
6.535000e+00 2.878595e+02 8.633024e+03 1.570796e+00 4.824090e+00
6.580000e+00 2.854483e+02 8.650347e+03 1.570796e+00 4.824090e+00
6.625000e+00 2.830716e+02 8.667520e+03 1.570796e+00 4.824090e+00
6.670000e+00 2.807286e+02 8.684544e+03 1.570796e+00 4.824090e+00
6.715000e+00 2.784188e+02 8.701422e+03 1.570796e+00 4.824090e+00
6.760000e+00 2.761415e+02 8.718155e+03 1.570796e+00 4.824090e+00
6.805000e+00 2.738960e+02 8.734746e+03 1.570796e+00 4.824090e+00
6.850000e+00 2.716816e+02 8.751196e+03 1.570796e+00 4.824090e+00
6.895000e+00 2.694979e+02 8.767508e+03 1.570796e+00 4.824090e+00
6.940000e+00 2.673441e+02 8.783684e+03 1.570796e+00 4.824090e+00
6.985000e+00 2.652198e+02 8.799725e+03 1.570796e+00 4.824090e+00
7.030000e+00 2.631243e+02 8.815633e+03 1.570796e+00 4.824090e+00
7.075000e+00 2.610571e+02 8.831411e+03 1.570796e+00 4.824090e+00
7.120000e+00 2.590176e+02 8.847060e+03 1.570796e+00 4.824090e+00
7.165000e+00 2.570054e+02 8.862581e+03 1.570796e+00 4.824090e+00
7.210000e+00 2.550199e+02 8.877977e+03 1.570796e+00 4.824090e+00
7.255000e+00 2.530606e+02 8.893249e+03 1.570796e+00 4.824090e+00
7.300000e+00 2.511270e+02 8.908399e+03 1.570796e+00 4.824090e+00
7.345000e+00 2.492187e+02 8.923428e+03 1.570796e+00 4.824090e+00
7.390000e+00 2.473352e+02 8.938339e+03 1.570796e+00 4.824090e+00
7.435000e+00 2.454760e+02 8.953132e+03 1.570796e+00 4.824090e+00
7.480000e+00 2.436407e+02 8.967809e+03 1.570796e+00 4.824090e+00
7.525000e+00 2.418289e+02 8.982372e+03 1.570796e+00 4.824090e+00
7.570000e+00 2.400401e+02 8.996822e+03 1.570796e+00 4.824090e+00
7.615000e+00 2.382739e+02 9.011161e+03 1.570796e+00 4.824090e+00
7.660000e+00 2.365300e+02 9.025390e+03 1.570796e+00 4.824090e+00
