17.5521160379	-0.0146926476833	1116.1766051	0.228067606483	14277.7520928
17.7060503106	-0.0142058066846	1115.64059316	0.23066667241	14294.5741794
17.5941781238	-0.0147028049468	1116.18778825	0.228778216148	14282.3157926
17.6301906896	-0.0145519885757	1116.02173942	0.229514019051	14280.9453922
17.5601071899	-0.0147879835347	1116.28156987	0.228235040134	14277.2656732
17.6060573474	-0.0128611359363	1114.16011067	0.229103840707	14278.4136135
17.5794861164	-0.0143562839798	1115.80626866	0.228614021797	14277.2213395
17.5724769733	-0.0139642803716	1115.37467269	0.228450363498	14278.3439549
17.6035062643	-0.013234739906	1114.57144864	0.229002587707	14280.5525613
17.6136244052	-0.0152531706131	1116.79374084	0.229167573763	14281.9019538
17.5664588071	-0.0139724289297	1115.38364425	0.228345261566	14277.8334344
17.5579086938	-0.0146383671976	1116.11684228	0.228176574228	14277.9166209
17.5580135815	-0.0149139693319	1116.42028023	0.228174328209	14278.095615
17.6062135821	-0.0149332483616	1116.44150645	0.229024694494	14281.829739
17.5586625152	-0.0152409597967	1116.78029674	0.228164775861	14279.0218533
17.5578855874	-0.0141443798522	1115.57296222	0.228222696923	14275.9740974
17.5779000128	-0.0160716862213	1117.69492653	0.228475674119	14281.6955763
17.579640033	-0.0149442597319	1116.45362996	0.228603499489	14277.7844601
17.5522183035	-0.0137471824904	1115.13564792	0.228135664646	14274.9955205
17.5549045737	-0.0143533660475	1115.80305602	0.228159894233	14276.1694401
17.5598533542	-0.0145891207846	1116.06262198	0.228251595699	14276.3689174
17.5558991866	-0.0145677042663	1116.0390424	0.228165704761	14276.7359042
17.583559547	-0.0142604359113	1115.70073994	0.228685044082	14277.5727166
17.5929812482	-0.0147954394646	1116.28977885	0.228796434804	14280.5860716
17.6068580167	-0.013690658401	1115.0734149	0.229098770988	14279.2736179
17.6153228403	-0.0149425513847	1116.45174907	0.229177907009	14282.8497731
17.5292812244	-0.0140367204912	1115.45442926	0.227723589357	14273.5341818
17.531236382	-0.0149782918164	1116.49109929	0.22768909878	14276.5677892
17.6088016229	-0.0149753756884	1116.48788863	0.229076504679	14281.7753022
17.6009601666	-0.0144533563334	1115.91314532	0.228961582199	14280.1918362
17.5777263414	-0.0142975729637	1115.74162783	0.228556307257	14278.1952908
17.6420378843	-0.0139600836353	1115.37005208	0.229663155745	14284.3546994
17.6389382568	-0.0144065053894	1115.86156243	0.229610495555	14284.0285764
17.6645001918	-0.0123859848203	1113.63696929	0.230148046692	14282.4458326
17.6205787064	-0.0140092605743	1115.42419589	0.229302416625	14281.9389872
17.5757037059	-0.0150908413936	1116.61501637	0.228517119004	14278.1844746
17.6403083645	-0.0140163047362	1115.43195151	0.229642047607	14283.8295692
